pathogen,PathogenID,PathogenTaxID,pc1,pc2,Host,HostID,HostTaxID,HType,Hc1,Hc2,papersNO,seqNO
astrovirus pgastv-1,27817330,1403194,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-2,27817332,1403195,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-3,27760959,1403196,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-4,27760961,1403197,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-5,27760963,1403198,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-7,27760965,1403199,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus pgastv-8,27817334,1403200,virus,virus,pteropus giganteus,3618717,143291,host,bats,mammals,NULL,1
astrovirus predict mastv-111,27676906,1717145,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,2
astrovirus predict mastv-112,27676908,1717146,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-113,27676910,1717147,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-117,27410346,1717148,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-118,27410348,1717149,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-122,27410350,1717150,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,6
astrovirus predict mastv-125,27410354,1717151,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,10
astrovirus predict mastv-126,27676912,1717152,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,4
astrovirus predict mastv-127,27676914,1717153,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-128,27676916,1717154,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus predict mastv-137,27676918,1717155,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,1
astrovirus va5,27345446,1609130,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
ateles belzebuth lymphocryptovirus 1,24657642,1093774,virus,virus,ateles belzebuth,3433412,9507,host,primates,mammals,NULL,1
ateles fusciceps lymphocryptovirus 1,24657643,1093775,virus,virus,ateles fusciceps,3433414,9508,host,primates,mammals,NULL,1
ateles geoffroyi lymphocryptovirus 1,24657644,1093776,virus,virus,ateles geoffroyi,3433416,9509,host,primates,mammals,NULL,1
ateles paniscus lymphocryptovirus 1,3679125,209266,virus,virus,ateles paniscus,3433418,9510,host,primates,mammals,NULL,2
atypical cytopathic virus,3455201,37140,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,1
australian bat lyssavirus,3548822,90961,virus,virus,equus caballus,3433909,9796,host,equids,mammals,NULL,2
australian bat lyssavirus,3548822,90961,virus,virus,homo sapiens,3433574,9606,host,human,mammals,9,2
australian bat lyssavirus,3548822,90961,virus,virus,pteropus alecto,3433245,9402,host,bats,mammals,4,29
australian bat lyssavirus,3548822,90961,virus,virus,pteropus poliocephalus,3433247,9403,host,bats,mammals,1,9
australian bat lyssavirus,3548822,90961,virus,virus,pteropus scapulatus,3554537,94117,host,bats,mammals,2,13
australian bat lyssavirus,3548822,90961,virus,virus,saccolaimus flaviventris,3890884,446910,host,bats,mammals,3,7
avastrovirus 1,26552355,1239437,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,8
avastrovirus 2,26552357,1239438,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,1
avastrovirus 2,26552357,1239438,virus,virus,macaca mulatta,3433483,9544,host,primates,mammals,NULL,4
avastrovirus 3,26200944,1239439,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,3
avastrovirus 3,26200944,1239439,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,2,12
aves polyomavirus 1,26552359,1891747,virus,virus,agapornis personatus,3495956,60466,host,aves,aves,NULL,28
aves polyomavirus 1,26552359,1891747,virus,virus,amazona arausiaca,3708116,241563,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,amazona auropalliata,3626590,152277,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,amazona autumnalis,3626100,151759,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,ara macao,3648318,176014,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,aratinga solstitialis,3648319,176015,host,aves,aves,NULL,7
aves polyomavirus 1,26552359,1891747,virus,virus,cacatua galerita,3616832,141274,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,cacatua moluccensis,3612466,136504,host,aves,aves,NULL,7
aves polyomavirus 1,26552359,1891747,virus,virus,caprimulgus europaeus,3585373,111811,host,aves,aves,NULL,2
aves polyomavirus 1,26552359,1891747,virus,virus,eclectus roratus,3648328,176024,host,aves,aves,NULL,14
aves polyomavirus 1,26552359,1891747,virus,virus,eos bornea,3737464,274060,host,aves,aves,NULL,3
aves polyomavirus 1,26552359,1891747,virus,virus,lorius chlorocercus,25935353,471714,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,melopsittacus undulatus,3438183,13146,host,aves,aves,8,38
aves polyomavirus 1,26552359,1891747,virus,virus,primolius auricollis,3650946,178892,host,aves,aves,NULL,7
aves polyomavirus 1,26552359,1891747,virus,virus,psittacara acuticaudatus,3681234,211510,host,aves,aves,NULL,4
aves polyomavirus 1,26552359,1891747,virus,virus,psittacula cyanocephala,3700392,232645,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,psittacula echo,3700399,232653,host,aves,aves,NULL,4
aves polyomavirus 1,26552359,1891747,virus,virus,psittacula eupatria,3700401,232655,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,psittacula krameri,3432955,9228,host,aves,aves,NULL,4
aves polyomavirus 1,26552359,1891747,virus,virus,pteroglossus viridis,3744396,285011,host,aves,aves,NULL,1
aves polyomavirus 1,26552359,1891747,virus,virus,pyrrhura molinae,3768542,311895,host,aves,aves,NULL,7
aviadenovirus klc-2015,27384139,1652541,virus,virus,clangula hyemalis,3668519,197941,host,aves,aves,NULL,18
avian adeno-associated virus,3795984,341671,virus,virus,gallus gallus,3432625,9031,host,aves,aves,23,2
avian bornavirus,4057179,675389,virus,virus,amazona aestiva,3437918,12930,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,amazona leucocephala,3708115,241562,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,amazona vinacea,3710210,244084,host,aves,aves,1,1
avian bornavirus,4057179,675389,virus,virus,ara ararauna,3432951,9226,host,aves,aves,2,2
avian bornavirus,4057179,675389,virus,virus,aratinga solstitialis,3648319,176015,host,aves,aves,1,6
avian bornavirus,4057179,675389,virus,virus,branta canadensis,3432312,8853,host,aves,aves,6,8
avian bornavirus,4057179,675389,virus,virus,cacatua moluccensis,3612466,136504,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,cacatua ophthalmica,3617355,141835,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,eolophus roseicapillus,3648343,176039,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,nestor notabilis,3648361,176057,host,aves,aves,NULL,2
avian bornavirus,4057179,675389,virus,virus,nymphicus hollandicus,3438222,13180,host,aves,aves,9,1
avian bornavirus,4057179,675389,virus,virus,primolius auricollis,3650946,178892,host,aves,aves,NULL,1
avian bornavirus,4057179,675389,virus,virus,psittacus erithacus,3490309,57247,host,aves,aves,NULL,2
avian bornavirus 4,3983733,555869,virus,virus,amazona festiva,3710201,244075,host,aves,aves,NULL,3
avian bornavirus 4,3983733,555869,virus,virus,amazona viridigenalis,3697599,229552,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,ara ararauna,3432951,9226,host,aves,aves,NULL,5
avian bornavirus 4,3983733,555869,virus,virus,ara glaucogularis,3760690,303304,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,ara macao,3648318,176014,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,aratinga solstitialis,3648319,176015,host,aves,aves,NULL,2
avian bornavirus 4,3983733,555869,virus,virus,cacatua alba,3617356,141836,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,cacatua ducorpsii,3617354,141834,host,aves,aves,NULL,2
avian bornavirus 4,3983733,555869,virus,virus,cacatua galerita,3616832,141274,host,aves,aves,NULL,6
avian bornavirus 4,3983733,555869,virus,virus,cacatua sulphurea,3616831,141271,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,eolophus roseicapillus,3648343,176039,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,pionus menstruus,3438257,13214,host,aves,aves,NULL,1
avian bornavirus 4,3983733,555869,virus,virus,psittacus erithacus,3490309,57247,host,aves,aves,NULL,6
avian carcinoma mill hill virus 2,3436867,11870,virus,virus,gallus gallus,3432625,9031,host,aves,aves,16,NULL
avian coronavirus,4073271,694014,virus,virus,agamia agami,24325701,706245,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,amazona vinacea,3710210,244084,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,anas acuta,3442667,28680,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,anas acuta,3442667,28680,host,aves,aves,NULL,18
avian coronavirus,4073271,694014,virus,virus,anas clypeata,3521907,75838,host,aves,aves,NULL,23
avian coronavirus,4073271,694014,virus,virus,anas crecca,3521909,75839,host,aves,aves,NULL,20
avian coronavirus,4073271,694014,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,NULL,24
avian coronavirus,4073271,694014,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,1,57
avian coronavirus,4073271,694014,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,2,19
avian coronavirus,4073271,694014,virus,virus,anas poecilorhyncha,3521939,75854,host,aves,aves,NULL,13
avian coronavirus,4073271,694014,virus,virus,anser anser,3432292,8843,host,aves,aves,1,45
avian coronavirus,4073271,694014,virus,virus,anser caerulescens,3432304,8849,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,aptenodytes patagonicus,3432965,9234,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,ardea cinerea,3445431,30390,host,aves,aves,NULL,4
avian coronavirus,4073271,694014,virus,virus,ardeola bacchus,3659814,188375,host,aves,aves,NULL,9
avian coronavirus,4073271,694014,virus,virus,aythya fuligula,3688764,219594,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,aythya marila,3660899,189534,host,aves,aves,NULL,3
avian coronavirus,4073271,694014,virus,virus,bubulcus ibis,3583313,110668,host,aves,aves,NULL,5
avian coronavirus,4073271,694014,virus,virus,buteo magnirostris,3692028,223488,host,aves,aves,NULL,5
avian coronavirus,4073271,694014,virus,virus,calidris mauri,3739907,279941,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,calidris ptilocnemis,3686432,217132,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,caracara plancus,3432487,8951,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,chroicocephalus ridibundus,25934773,1192867,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,colaptes campestris,3983169,555237,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,columba livia,3432450,8932,host,aves,aves,NULL,6
avian coronavirus,4073271,694014,virus,virus,columba livia,3432450,8932,host,aves,aves,1,5
avian coronavirus,4073271,694014,virus,virus,coragyps atratus,3449483,33614,host,aves,aves,NULL,8
avian coronavirus,4073271,694014,virus,virus,corvus splendens,4078876,701737,host,aves,aves,NULL,3
avian coronavirus,4073271,694014,virus,virus,coturnix coturnix,3432724,9091,host,aves,aves,2,7
avian coronavirus,4073271,694014,virus,virus,coturnix coturnix,3432724,9091,host,aves,aves,2,9
avian coronavirus,4073271,694014,virus,virus,cygnus cygnus,3688765,219595,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,dendrocygna javanica,3495440,60182,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,42
avian coronavirus,4073271,694014,virus,virus,gallus gallus,3432625,9031,host,aves,aves,18,NULL
avian coronavirus,4073271,694014,virus,virus,gallus gallus,3432625,9031,host,aves,aves,47,108
avian coronavirus,4073271,694014,virus,virus,gallus gallus,3432625,9031,host,aves,aves,966,4434
avian coronavirus,4073271,694014,virus,virus,larus glaucescens,3597157,119606,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,lonchura striata,3460325,40157,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,mareca americana,3521895,75832,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,8
avian coronavirus,4073271,694014,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,megascops choliba,3944856,507958,host,aves,aves,NULL,5
avian coronavirus,4073271,694014,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,meleagris gallopavo,3432740,9103,host,aves,aves,45,80
avian coronavirus,4073271,694014,virus,virus,passer domesticus,3475521,48849,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,pavo cristatus,3432650,9049,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,penelope superciliaris,3432558,8987,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,phalacrocorax carbo,3432918,9209,host,aves,aves,NULL,12
avian coronavirus,4073271,694014,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,3,3
avian coronavirus,4073271,694014,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,5,1
avian coronavirus,4073271,694014,virus,virus,pitangus sulphuratus,3823142,371930,host,aves,aves,NULL,3
avian coronavirus,4073271,694014,virus,virus,platalea minor,3724684,259913,host,aves,aves,NULL,1
avian coronavirus,4073271,694014,virus,virus,porphyrio martinica,3485484,54567,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,pseudoscops clamator,3983264,555335,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,pyroderus scutatus,3589253,114375,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,spheniscus magellanicus,3455103,37081,host,aves,aves,NULL,4
avian coronavirus,4073271,694014,virus,virus,turdus hortulorum,3858889,411519,host,aves,aves,NULL,2
avian coronavirus,4073271,694014,virus,virus,vicugna pacos,3445626,30538,host,camelidae,mammals,NULL,1
avian encephalomyelitis virus,3512925,70796,virus,virus,gallus gallus,3432625,9031,host,aves,aves,62,67
avian gyrovirus 2,24584726,1002273,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,6
avian gyrovirus 2,24584726,1002273,virus,virus,gallus gallus,3432625,9031,host,aves,aves,6,45
avian gyrovirus 2,24584726,1002273,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,8
avian gyrovirus 2,24584726,1002273,virus,virus,homo sapiens,3433574,9606,host,human,mammals,NULL,15
avian gyrovirus 2,24584726,1002273,virus,virus,mustela putorius,3433676,9668,host,carnivores,mammals,NULL,1
avian hepatitis e virus,3645355,172851,virus,virus,gallus gallus,3432625,9031,host,aves,aves,47,124
avian leukosis virus,3436857,11864,virus,virus,anas acuta,3442667,28680,host,aves,aves,NULL,1
avian leukosis virus,3436857,11864,virus,virus,anas carolinensis,3521903,75836,host,aves,aves,NULL,7
avian leukosis virus,3436857,11864,virus,virus,anas clypeata,3521907,75838,host,aves,aves,NULL,1
avian leukosis virus,3436857,11864,virus,virus,anas formosa,3488611,56278,host,aves,aves,NULL,7
avian leukosis virus,3436857,11864,virus,virus,coturnix japonica,3554211,93934,host,aves,aves,5,NULL
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,NULL,29
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,2,11
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,4,NULL
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,22,3
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,33,NULL
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,133,NULL
avian leukosis virus,3436857,11864,virus,virus,gallus gallus,3432625,9031,host,aves,aves,613,497
avian leukosis virus,3436857,11864,virus,virus,mareca falcata,3521919,75844,host,aves,aves,NULL,1
avian leukosis virus,3436857,11864,virus,virus,mareca penelope,3432282,8838,host,aves,aves,NULL,3
avian leukosis virus,3436857,11864,virus,virus,mareca strepera,3521953,75861,host,aves,aves,NULL,1
avian leukosis virus,3436857,11864,virus,virus,mus musculus,3434366,10090,host,rodents,mammals,NULL,1
avian leukosis virus,3436857,11864,virus,virus,phasianus colchicus,3432660,9054,host,aves,aves,6,NULL
avian leukosis virus,3436857,11864,virus,virus,poecile palustris,3475596,48890,host,aves,aves,1,1
avian metapneumovirus,3457529,38525,virus,virus,anas bahamensis,3521899,75834,host,aves,aves,NULL,3
avian metapneumovirus,3457529,38525,virus,virus,anas platyrhynchos,3432284,8839,host,aves,aves,2,2
avian metapneumovirus,3457529,38525,virus,virus,branta canadensis,3432312,8853,host,aves,aves,7,8
avian metapneumovirus,3457529,38525,virus,virus,cairina moschata,3432316,8855,host,aves,aves,NULL,4
